0,1,max_intersection_similarity,jaccard_similarity,spacy_similarity
448,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
449,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
450,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
451,present transparency sync call today,TEC10,TEC10,TEC10
452,building diagrams gravity durgadas could make pretty,TEC17,TEC15,TEC2
453,attending comms call,TEC1,TEC1,TEC1
454,joining soft gov call yesterday,TEC2,TEC2,TEC2
455,joining hatch outreach call,TEC6,TEC6,TEC6
456,coordinating everything goin gravity wich alot thanks buddy,TEC17,TEC17,TEC2
457,highly productive community stewards call,TEC15,TEC15,TEC8
458,join 2min call try bot night thanks buddy,,,TEC2
459,continuing improve gravity everyday,TEC17,TEC17,TEC17
460,joining mvv runoff polishing session,,,TEC2
461,work gravity fostering nourish close relationships without awesome community faaaam,TEC17,TEC15,TEC17
462,working hard gravity making available tough times,TEC17,TEC17,TEC2
463,todays awesome icebreaker session,,,TEC1
464,huge success mvv process,,,TEC2
465,always available help work gravity living life graviton inspiring everyone incredible work gravity work gravity working around eth colombia community always really cool encouraging,TEC17,TEC15,TEC2
466,things suga see,,,TEC2
467,active piece softgov making better every time,,,TEC2
468,attending tec community call https youtu fvlttushrbg,TEC15,TEC15,TEC15
469,yesterday restrospective meeting awesome sprint,,,TEC2
470,joining legal weekly sync,TEC4,TEC4,TEC4
471,big way week,,,TEC2
472,amazing memes week,,,TEC1
473,joining comms wg call,TEC1,TEC1,TEC1
474,coming hatch dashboard party today,TEC3,TEC6,TEC2
475,joining community stewards sync yesterday,TEC15,TEC15,TEC8
476,gravity work including social activities wg calls esp icebreaker session continuing work gravity reliable weekly work gravity reading art war great governance amazing work gravity,TEC17,TEC17,TEC17
477,joining legal wg past weeks dealt legal issues ahead time,TEC4,TEC4,TEC4
478,joining tec community call https youtu carix3rovx0,TEC15,TEC15,TEC15
479,helping bring groovy vibes legal channel,TEC4,TEC4,TEC2
480,joining legal weekly call,TEC4,TEC4,TEC4
481,working d2d collaboration models,,,TEC14
482,working really hard week diagramming push pitch hatch,TEC6,TEC6,TEC2
483,representing commons stack working closely longtail fintech,TEC5,TEC5,TEC1
484,sweet teamwork last sprint,,,TEC16
485,really great commons stack comms organizing things within chaos,TEC5,TEC5,TEC1
486,great team peers work,,,TEC16
487,voting mvv sharing,TEC2,TEC2,TEC2
488,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
489,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
490,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
491,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
492,sourcecred committee,,,TEC2
493,many community members user testing last month slowly surely make project something proud release,TEC15,TEC15,TEC2
494,giving time free join dao commons panel wealth experience knowledge professionalism brought rich fascinating conversation long enough extra large scoop praise please,TEC5,TEC16,TEC16
495,yesterday restrospective meeting awesome sprint,,,TEC2
496,joining first sourcecred committee call creating issues next steps,,,TEC2
497,huge success mvv process,,,TEC2
498,mvv approaching decisions everything tact care showing tec amas onboarding people nice hack session hatch outreach eduardo,TEC6,TEC6,TEC2
499,mvv runoff,,,TEC2
500,helping suga holding hand every day,,,TEC2
501,attending tec community call https youtu fvlttushrbg,TEC15,TEC15,TEC15
502,living example ostrom work stewarding commons,TEC5,TEC5,TEC8
503,upcoming discussion dao governance https 17dmcreative com dao discussions,,,TEC1
504,great team peers work,,,TEC16
505,coming first content workshop,,,TEC1
506,joining comms wg call,TEC1,TEC1,TEC1
507,inspired discussions around holistic well flow energy,,,TEC1
508,great dao panel participated,,,TEC2
509,helping bring groovy vibes legal channel,TEC4,TEC4,TEC2
510,always around,,,TEC2
511,highly productive community stewards call,TEC15,TEC15,TEC8
512,joining mvv runoff polishing session,,,TEC2
513,joining community stewards sync yesterday,TEC15,TEC15,TEC8
514,work sourcecred committee,,,TEC2
515,coordination proactive,,,TEC14
516,participating mvv polishing,,,TEC13
517,awesome people interacted juan recently conversations amazing,,,TEC1
518,questions asks every soft gov call everywhere like soul community finalizing mvv,TEC2,TEC2,TEC2
519,amazing support suga,,,TEC10
520,meeting eduardo proposals guidance process,,,TEC4
521,joining legal wg past weeks dealt legal issues ahead time,TEC4,TEC4,TEC4
522,joining legal weekly sync,TEC4,TEC4,TEC4
523,joining legal weekly call,TEC4,TEC4,TEC4
524,joining soft gov call yesterday,TEC2,TEC2,TEC2
525,joining hatch outreach call,TEC6,TEC6,TEC6
526,joining tec community call https youtu carix3rovx0,TEC15,TEC15,TEC15
527,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
528,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
529,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
530,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
531,taking time talk tec hatch jumping many tec calls last week nice see getting involved,TEC6,TEC15,TEC2
532,reaching help trusted seed membership dues going,,,TEC2
533,present transparency sync call today,TEC10,TEC10,TEC10
534,great constructive exchange today,,,TEC1
535,param partying friday afternoon,TEC3,TEC3,TEC3
536,joining community stewards sync yesterday,TEC15,TEC15,TEC8
537,attending comms call,TEC1,TEC1,TEC1
538,working new book sneak peak https twitter com sherminvo status 21,,,TEC1
539,working new book managing commons,TEC5,TEC5,TEC1
540,work cadcad edu new cadcad hacks segments https twitter com cadcad edu status 20,,,TEC1
541,work developing cadcad edu course supporting tec labs cadcad bootcamp,TEC9,TEC9,TEC15
542,spearheading seo shouldering carrying communications,TEC1,TEC1,TEC1
543,explanations various parameters improving forum posts seo work coordinating grassroots economics,TEC1,TEC3,TEC1
544,hosting leading lot params parties,TEC3,TEC3,TEC3
545,taking care spotlight missed praise time,TEC16,TEC16,TEC16
546,spreading really good ideas around tec like citydao,TEC15,TEC15,TEC2
547,many community members user testing last month slowly surely make project something proud release,TEC15,TEC15,TEC2
548,awesome memes,,,TEC1
549,highly productive community stewards call,TEC15,TEC15,TEC8
550,joining hatch communications hack session,TEC1,TEC6,TEC1
551,getting ball rolling hatch campaigns,TEC6,TEC6,TEC2
552,things suga see,,,TEC2
553,active piece softgov making better every time,,,TEC2
554,help support chuy comms,TEC1,TEC1,TEC6
555,contributions glossary,,,TEC1
556,yesterday restrospective meeting awesome sprint,,,TEC2
557,attending seo hack session,TEC1,TEC1,TEC1
558,engaged communications calls sorted work together soon,TEC1,TEC1,TEC1
559,amazing memes week,,,TEC1
560,coming first content workshop,,,TEC1
561,killing forum post updates,TEC1,TEC1,TEC1
562,awesome people interacted juan recently conversations amazing,,,TEC1
563,thoughtfulness care approach work,,,TEC16
564,coming hatch dashboard party today,TEC3,TEC6,TEC2
565,joining community stewards sync yesterday,TEC15,TEC15,TEC8
566,great work comms,TEC1,TEC1,TEC1
567,comms heroes,TEC1,TEC1,TEC5
568,attending tec community call https youtu fvlttushrbg,TEC15,TEC15,TEC15
569,joining common swarm weekly sync,TEC5,TEC5,TEC5
570,joining soft gov call yesterday,TEC2,TEC2,TEC2
571,joining hatch outreach call,TEC6,TEC6,TEC6
572,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
573,joining tec community call https youtu carix3rovx0,TEC15,TEC15,TEC15
574,praise enough incredible work ecosystem,TEC16,TEC16,TEC16
575,creating platforms help support open source projects funding,,,TEC14
576,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
577,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
578,take lead work sesh research method,,,TEC2
579,joining bi weekly call diverse backgrounds already creating perfect focus group start research making time work sessions next call,,,TEC2
580,3h work connect library debug fix provider setup,,,TEC5
581,working hard gardens,,,TEC15
582,heros capes,,,TEC5
583,helping paulo issues related hatch connector,TEC6,TEC6,TEC1
584,heroes capes,,,TEC16
585,taking leading cadcad community call tomorrow,TEC15,TEC15,TEC2
586,continuous evolution swiss membership dapp,TEC5,TEC5,TEC7
587,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
588,joining commons stack simulator sync continuing improve game,TEC5,TEC5,TEC5
589,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
590,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
591,coming hang discuss next steps trusted seed journey office hours contributions brightid,,,TEC2
592,engagement ecosystem,,,TEC1
593,joining server last week great let us know questions,,,TEC2
594,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
595,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
596,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
597,mentioning retweeting te commons socials past week thank helping us grow token engineering commons community spreading message,TEC5,TEC15,TEC1
598,pushing get hatch dashboard,TEC6,TEC6,TEC5
599,jake countless hours put building dashboard ready play,TEC15,TEC15,TEC2
600,tec hatch config dashboard looking cool amazing basically done dashboard awesome evolves time,TEC6,TEC15,TEC5
601,working hatch dashboard used intuitive swift work love vyvy,TEC6,TEC6,TEC1
602,working really hard week diagramming push pitch hatch,TEC6,TEC6,TEC2
603,stewards audit complete date double praise,TEC8,TEC16,TEC16
604,huge success mvv process,,,TEC2
605,organization work glues us together staying top things always organized surviving challenging school week good humor nice 1on1 session eduardo help gives santi supportive lauren getting cs swag stuff leading logistics cs swag shop,TEC1,TEC1,TEC1
606,mvv runoff,,,TEC2
607,attending meetings awesome,,,TEC1
608,organizational leader tec needs,TEC15,TEC15,TEC15
609,tam bringing organization rock griff lean coordination organization skills charisma,,,TEC4
610,hard work hatch outreach,TEC6,TEC6,TEC6
611,awesome people interacted juan recently conversations amazing,,,TEC1
612,param partying friday afternoon,TEC3,TEC3,TEC3
613,many community members user testing last month slowly surely make project something proud release,TEC15,TEC15,TEC2
614,completing transparency audit stewards wg,TEC10,TEC10,TEC8
615,joining community stewards sync yesterday,TEC15,TEC15,TEC8
616,coordination proactive,,,TEC14
617,participating mvv polishing,,,TEC13
618,amazing support suga,,,TEC10
619,highly productive community stewards call,TEC15,TEC15,TEC8
620,getting ball rolling hatch campaigns,TEC6,TEC6,TEC2
621,helping suga holding hand every day,,,TEC2
622,active piece softgov making better every time,,,TEC2
623,yesterday restrospective meeting awesome sprint,,,TEC2
624,great team peers work,,,TEC16
625,motivating 1on1s,,,TEC17
626,attending tec community call https youtu fvlttushrbg,TEC15,TEC15,TEC15
627,attending comms call,TEC1,TEC1,TEC1
628,joining soft gov call yesterday,TEC2,TEC2,TEC2
629,joining hatch outreach call,TEC6,TEC6,TEC6
630,joining tec community call https youtu carix3rovx0,TEC15,TEC15,TEC15
631,engaging discussion te commons forum https forum tecommons org past week thank helping token engineering commons community share learn,TEC5,TEC15,TEC1
632,mentioning retweeting commons stack socials past week thank helping us grow commons stack community spreading message,TEC5,TEC15,TEC1
633,inspired discussions around holistic well flow energy,,,TEC1
634,improv hack session designs illustrations hatch gravity,TEC17,TEC17,TEC1
635,active piece softgov making better every time,,,TEC2
636,representing tec commons stack metagame podcast episode,TEC5,TEC15,TEC5
637,making cultural ethical contributions tec development,TEC15,TEC15,TEC15
638,bot server hacking ivy already catching praise channel command glitch making count,TEC16,TEC16,TEC5
639,working bot sourcecred speed light,,,TEC5
640,work around dashboard,,,TEC1
641,making sourcecred better still super careful,,,TEC2
